Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Card slot,Single,Video,_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1_1,Type_1,Stand-by,Talk time,Colors,Internal,GPRS,EDGE,Keyboard,Phonebook,Call records,Features,Messaging,Games,Java,Alert types,4G bands,Chipset,CPU,GPU,Single_1,Video_1,NFC,Infrared port,Music play,Price,Build,Dual,Charging,Features_1,Models,SAR,Quad,128GB 8GB RAM,Protection,Triple,64GB 4GB RAM,128GB 6GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,Dual_1,Stand-by_1,Talk time_1,SAR EU,Clock,Alarm,Audio quality,5G bands,512GB 16GB RAM,128GB 12GB RAM
b'lenovo',b'Lenovo K10 Note',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-youth.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, September 05'","b'Available. Released 2019, September 16'",b'156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in)',b'164 g (5.78 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 97.4 cm2 (~83.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 11'",b'microSDXC (uses shared SIM slot)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps'",b'UFS 2.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'","b'FM radio, recording'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4050 mAh, non-removable'",,,"b'Knight Black, Stardust Blue'","b'64GB 4GB RAM, 128GB 6GB RAM'",,,,,,"b'LED flash, panorama, HDR'",,,,,"b'1, 2, 3, 5, 7, 8, 34, 38, 39, 40, 41'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',,b'1080p@30fps',b'No',,,b'About 180 EUR',"b'Glass front, plastic back, plastic frame'",,b'Fast charging 18W',b'HDR',"b'PAFR0026IN, PAFR0026, PAFR0033IN, PAFR0033, PAFR0013IN, PAFR0013'",,,,,"b'16 MP, f/1.8, PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 2 MP, f/2.2, (depth)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A6 Note',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6-note-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, September'","b'Available. Released 2019, September'",b'154.7 x 72.9 x 9.2 mm (6.09 x 2.87 x 0.36 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'5 MP, 1/5"", 1.12\xc2\xb5m'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Black, Blue'","b'16GB 2GB RAM, 32GB 3GB RAM'",,,,,,"b'LED flash, panorama, HDR'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 38, 40, 41'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'',b'No',,,b'About 100 EUR',,"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, AF 2 MP, f/2.4, (depth)'",b'Charging 10W',,"b'PAGK0027IN, PAGK0027, L19041'",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab M8 (FHD)',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-HD.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, September'","b'Available. Released 2019, October'",b'198.2 x 122.6 x 8.2 mm (7.80 x 4.83 x 0.32 in)',b'305 g (10.76 oz)',b'Nano-SIM',"b'IPS LCD, 350 nits (typ)'","b'8.0 inches, 185.6 cm2 (~76.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'","b'1, 3, 5, 7, 8, 19, 34, 38, 39, 40, 41'",b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'13 MP, AF'",b'1080p',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,"b'Li-Po 5100 mAh, non-removable'",,,"b'Iron Grey, Platinum Grey'","b'16GB 2GB RAM, 32GB 3GB RAM'",,,,,,b'LED flash',,,,,"b'1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40'",b'Mediatek MT6762 Helio P22T (12 nm)',b'Octa-core 2.3 GHz Cortex-A53',b'PowerVR GE8320',b'5 MP',b'1080p',b'No',,,b'About 160 EUR',"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab M8 (HD)',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-HD.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, September'","b'Available. Released 2019, October'",b'199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in)',b'305 g (10.76 oz)',b'Nano-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~76.5% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'","b'1, 3, 5, 7, 8, 19, 34, 38, 39, 40, 41'",b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'5 MP, AF'",b'1080p',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,"b'Li-Po 5000 mAh, non-removable'",,,"b'Iron Grey, Platinum Grey'","b'16GB 2GB RAM, 32GB 3GB RAM'",,,,,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'2 MP',b'720p',b'No',,,b'About 140 EUR',"b'Glass front, aluminum back, aluminum frame'",,,,"b'TB-8505X, TB-8505F'",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab M7',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, September'","b'Available. Released 2019, October'",b'176.3 x 102.9 x 8.3 mm (6.94 x 4.05 x 0.33 in)',b'236 g (8.32 oz)',b'Nano-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~76.0% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 9.0 (Pie) - 2GB RAM, Android 9.0 Pie (Go edition) - 1GB RAM'",b'microSDXC (dedicated slot)',b'2 MP',b'720p',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',b'Accelerometer',,,"b'Li-Po 3590 mAh, non-removable'",,,"b'Iron Grey, Platinum Grey, Onyx Black'","b'8GB 1GB RAM, 16GB 1GB RAM, 32GB 2GB RAM'",,,,,,,,,,,"b'1, 3, 4, 7, 8, 20'",b'Mediatek MT8321 (28 nm) - Wi-FiMediatek MT8765B - Wi-Fi/LTE',b'Quad-core 1.3 GHz',b'Mali-400',b'2 MP',b'720p',b'No',,,b'About 100 EUR',"b'Glass front, aluminum back, aluminum frame'",,,,b'TB-7305F',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z6',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, July 04'","b'Available. Released 2019, July 09'",b'157 x 74.5 x 8 mm (6.18 x 2.93 x 0.31 in)',b'159 g (5.61 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, 120Hz, HDR10'","b'6.39 inches, 100.2 cm2 (~85.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 11'",b'microSDXC (uses shared SIM slot)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps'",b'UFS 2.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,b'Blue',"b'64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM730 Snapdragon 730 (8 nm)',b'Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)',b'Adreno 618',,b'1080p@30fps',b'No',,,b'About 250 EUR',"b'Glass front (Gorilla Glass), glass back, aluminum frame'",,b'Fast charging 15W',b'HDR',b'L78121',,,,b'Corning Gorilla Glass (unspecified)',"b'24 MP, f/1.8, (wide), 1/2.8"", 0.9\xc2\xb5m, PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.2, (depth)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z6 Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-pro.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)'","b'2019, June 26'","b'Available. Released 2019, November 15'",b'157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in)',b'185 g (6.53 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, HDR10'","b'6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 11'",b'microSDXC (uses shared SIM slot)',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'4K@30fps, 1080p@120fps, gyro-EIS'",b'UFS 2.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Red, Blue'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM'",,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',,b'1080p@30fps',b'Yes',,,b'About 400 EUR',,,b'Fast charging 18W',b'HDR',,,"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (telephoto), PDAF 16 MP, f/2.2, 12mm (ultrawide) 2 MP, f/1.8, 2.9\xc2\xb5m, PDAF, OIS (dedicated video camera) TOF 3D, (depth)'",,,,,,,,,,,,,,,,,,"b'41, 78 NSA/Sub6'",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z6 Youth',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-youth.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, May'","b'Available. Released 2019, May'",b'156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in)',b'164 g (5.78 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.3 inches, 97.4 cm2 (~83.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 11'",b'microSDXC (uses shared SIM slot)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 4050 mAh, non-removable'",,,"b'Red, Green'","b'64GB 4GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, panorama, HDR'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',,b'1080p@30fps',b'Yes',,,b'About 160 EUR',"b'Glass front, plastic back, plastic frame'",,b'Fast charging 15W',b'HDR',b'L38111',,,,,"b'16 MP, f/1.8, PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.2, (wide)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Z6 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2019, April 23'","b'Available. Released 2019, April 23'",b'157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in)',b'185 g (6.53 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, HDR10'","b'6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), ZUI 11.1'",b'microSDXC (uses shared SIM slot)',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",b'UFS 2.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Red, Blue/Green'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM'",,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',,b'1080p@30fps',b'No',,,b'$\xe2\x80\x89563.78',"b'Glass front, glass back, aluminum frame'",,b'Fast charging 18W',b'HDR',b'L78051',,"b'48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (telephoto), PDAF 16 MP, f/2.2, 12mm (ultrawide), AF 2 MP, f/1.8, 2.9\xc2\xb5m, PDAF, OIS (dedicated video camera) TOF 3D, (depth)'",,,,,b'$\xe2\x80\x89563.78',b'AnTuTu: 357672 (v7) GeekBench: 11155 (v4.4) GFXBench: 36fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 66dB / Noise 74dB / Ring 90dB',b'Endurance rating 100h',,,,,,,b'Noise -96.3dB / Crosstalk -97.0dB',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K6 Enjoy',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k6-enjoy.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, April'","b'Available. Released 2019, April'",b'156.4 x 75 x 8 mm (6.16 x 2.95 x 0.31 in)',b'161 g (5.68 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.22 inches, 96.6 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'",b'CDMA 800 & TD-SCDMA',b'Android 9.0 (Pie)',b'microSDXC (uses shared SIM slot)',b'8 MP',b'1080p@30fps',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,,"b'Li-Ion 3300 mAh, non-removable'",,,"b'Blue, Black'","b'64GB 4GB RAM, 128GB 4GB RAM'",,,,,,"b'Dual-LED flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,b'About 190 EUR',,,b'Charging 10W',b'HDR',"b'L38082, 8082'",,,,,"b'12 MP, PDAF 8 MP 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab V7',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-v7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1800 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, February'","b'Available. Released 2019, April'",b'177.9 x 86.5 x 7.9 mm (7.00 x 3.41 x 0.31 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.95 inches, 122.5 cm2 (~79.6% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~350 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'13 MP, AF'",b'1080p@30fps',,"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Ion 5180 mAh, non-removable'",,,b'Black',"b'64GB 3GB RAM, 64GB 4GB RAM'",,,,,,"b'LED flash, HDR, panorama'",,,,,"b'1, 2, 3, 4, 5, 7, 8, 20, 38, 40'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'5 MP',b'',b'No',,,b'About 250 EUR',,,,,b'PB-6505M',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S5 Pro GT',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps'","b'2018, December'","b'Available. Released 2018, December'",b'154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in)',b'170 g (6.00 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)'","b'1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), ZUI 10'",b'microSDXC (uses shared SIM slot)',,"b'4K@30fps, 1080p@30fps'",b'eMMC 5.1',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Ion 3500 mAh, non-removable'",,,"b'Black, Gold, Blue'","b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM'",,,,,,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',,b'1080p@30fps',b'No',,,b'About 200 EUR',,"b'12 MP, f/1.8, 1/2.9"", 1.25\xc2\xb5m, PDAF 20 MP, f/2.6, 2x optical zoom'",b'Fast charging 18W',b'HDR',b'L58091',,,,,,,,,,,,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP'",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
